S No,PS No,LOCATION,Nature,Refined PS,Year,Election,Party,Alliance,Votes
2381,209,செட்டித்தாங்கல்,வருவாய் கிராமம் ,209,2019,LS,ADMK,ADMK+,83
2382,210,கண்டமங்கலம்,வருவாய் கிராமம் ,210,2019,LS,ADMK,ADMK+,597
2383,211,கண்டமங்கலம்,வருவாய் கிராமம் ,211,2019,LS,ADMK,ADMK+,630
2384,212,குருங்குடி,வருவாய் கிராமம் ,212,2019,LS,ADMK,ADMK+,306
2385,213,குருங்குடி,வருவாய் கிராமம் ,213,2019,LS,ADMK,ADMK+,698
2386,214,வீரானந்தபுரம்,வருவாய் கிராமம் ,214,2019,LS,ADMK,ADMK+,425
2387,215,வீரானந்தபுரம்,வருவாய் கிராமம் ,215,2019,LS,ADMK,ADMK+,116
2388,216,வீரானந்தபுரம்,வருவாய் கிராமம் ,216,2019,LS,ADMK,ADMK+,302
2389,217,மேலக்கடம்பூர்,வருவாய் கிராமம் ,217,2019,LS,ADMK,ADMK+,187
2390,218,கீழக்கடம்பூர்,வருவாய் கிராமம் ,218,2019,LS,ADMK,ADMK+,76
2391,219,கீழக்கடம்பூர்,வருவாய் கிராமம் ,219,2019,LS,ADMK,ADMK+,301
2392,220,தொரப்பு,வருவாய் கிராமம் ,220,2019,LS,ADMK,ADMK+,36
2393,221,தொரப்பு,வருவாய் கிராமம் ,221,2019,LS,ADMK,ADMK+,40
2394,222,ஷண்டன்,வருவாய் கிராமம் ,222,2019,LS,ADMK,ADMK+,271
2395,223,டி.அருண்மொழிதேவன்,வருவாய் கிராமம் ,223,2019,LS,ADMK,ADMK+,107
2396,224,ஈச்சம்பூண்டி,வருவாய் கிராமம் ,224,2019,LS,ADMK,ADMK+,147
2397,225,சிறுகாட்டூர்,வருவாய் கிராமம் ,225,2019,LS,ADMK,ADMK+,220
2398,226,கஞ்சங்கொல்லை,வருவாய் கிராமம் ,226,2019,LS,ADMK,ADMK+,439
2399,227,கஞ்சங்கொல்லை,வருவாய் கிராமம் ,227,2019,LS,ADMK,ADMK+,237
2400,228,கஞ்சங்கொல்லை,வருவாய் கிராமம் ,228,2019,LS,ADMK,ADMK+,224
2401,229,நடு கஞ்சங்கொல்லை,வருவாய் கிராமம் ,229,2019,LS,ADMK,ADMK+,329
2402,230,ஆச்சாள்புரம்,வருவாய் கிராமம் ,230,2019,LS,ADMK,ADMK+,205
2403,231,எய்யலூர்,வருவாய் கிராமம் ,231,2019,LS,ADMK,ADMK+,159
2404,232,ரெட்டியூர்,வருவாய் கிராமம் ,232,2019,LS,ADMK,ADMK+,137
2405,233,ம.ஆதனூர்,வருவாய் கிராமம் ,233,2019,LS,ADMK,ADMK+,37
2406,234,ஆயங்குடி,வருவாய் கிராமம் ,234,2019,LS,ADMK,ADMK+,31
2407,235,ஆயங்குடி,வருவாய் கிராமம் ,235,2019,LS,ADMK,ADMK+,13
2408,236,ஆயங்குடி,வருவாய் கிராமம் ,236,2019,LS,ADMK,ADMK+,33
2409,237,குணவாசல்,வருவாய் கிராமம் ,237,2019,LS,ADMK,ADMK+,119
2410,238,குணவாசல்,வருவாய் கிராமம் ,238,2019,LS,ADMK,ADMK+,317
2411,239,ஓமாம்புலியூர்,வருவாய் கிராமம் ,239,2019,LS,ADMK,ADMK+,234
2412,240,ஓமாம்புலியூர்,வருவாய் கிராமம் ,240,2019,LS,ADMK,ADMK+,126
2413,241,முட்டம்,வருவாய் கிராமம் ,241,2019,LS,ADMK,ADMK+,44
2414,242,முட்டம்,வருவாய் கிராமம் ,242,2019,LS,ADMK,ADMK+,48
2415,243,கருப்பேரி,வருவாய் கிராமம் ,243,2019,LS,ADMK,ADMK+,325
2416,244,கானாட்டாம்புலியூர்,வருவாய் கிராமம் ,244,2019,LS,ADMK,ADMK+,63
2417,245,ஆழங்காத்தான்,வருவாய் கிராமம் ,245,2019,LS,ADMK,ADMK+,182
2443,246,ஆழங்காத்தான்,வருவாய் கிராமம் ,246,2019,LS,ADMK,ADMK+,211
2444,247,ம.புளியங்குடி,வருவாய் கிராமம் ,247,2019,LS,ADMK,ADMK+,546
2445,248,ம.அரசூர்,வருவாய் கிராமம் ,248,2019,LS,ADMK,ADMK+,354
2446,249,வெள்ளூர்,வருவாய் கிராமம் ,249,2019,LS,ADMK,ADMK+,390
2447,250,சி.அரசூர்,வருவாய் கிராமம் ,250,2019,LS,ADMK,ADMK+,178
2448,1,ஆனந்தகுடி,வருவாய் கிராமம் ,1,2019,LS,VCK,DMK+,220
2449,2,கொக்கரசன்பேட்டை,வருவாய் கிராமம் ,2,2019,LS,VCK,DMK+,484
2450,3,மதகளிர் மாணிக்கம்,வருவாய் கிராமம் ,3,2019,LS,VCK,DMK+,371
2451,4,எசனூர்,வருவாய் கிராமம் ,4,2019,LS,VCK,DMK+,242
2452,5,குணமங்கலம்,வருவாய் கிராமம் ,5,2019,LS,VCK,DMK+,551
2453,6,குணமங்கலம்,வருவாய் கிராமம் ,6,2019,LS,VCK,DMK+,139
2454,7,குணமங்கலம்,வருவாய் கிராமம் ,7,2019,LS,VCK,DMK+,31
2455,8,கள்ளிப்பாடி,வருவாய் கிராமம் ,8,2019,LS,VCK,DMK+,355
2456,9,ஸ்ரீபுத்தூர்,வருவாய் கிராமம் ,9,2019,LS,VCK,DMK+,426
2457,10,அம்புஜவல்லி பேட்டை,வருவாய் கிராமம் ,10,2019,LS,VCK,DMK+,299
2458,11,நகரப்பாடி,வருவாய் கிராமம் ,11,2019,LS,VCK,DMK+,379
2459,12,ஸ்ரீ நெடுஞ்சேரி,வருவாய் கிராமம் ,12,2019,LS,VCK,DMK+,386
2460,13,ஸ்ரீ நெடுஞ்சேரி,வருவாய் கிராமம் ,13,2019,LS,VCK,DMK+,619
2461,14,கூடலையாத்தூர்,வருவாய் கிராமம் ,14,2019,LS,VCK,DMK+,284
2462,15,காவாலக்குடி,வருவாய் கிராமம் ,15,2019,LS,VCK,DMK+,439
2463,16,காவாலக்குடி,வருவாய் கிராமம் ,16,2019,LS,VCK,DMK+,71
2464,17,முடிகண்டநல்லூர்,வருவாய் கிராமம் ,17,2019,LS,VCK,DMK+,156
2465,18,முடிகண்டநல்லூர்,வருவாய் கிராமம் ,18,2019,LS,VCK,DMK+,716
2466,19,மழவராயநல்லூர்,வருவாய் கிராமம் ,19,2019,LS,VCK,DMK+,331
2467,20,மழவராயநல்லூர்,வருவாய் கிராமம் ,20,2019,LS,VCK,DMK+,426
2468,21,குமாரக்குடி,வருவாய் கிராமம் ,21,2019,LS,VCK,DMK+,466
2469,22,குமாரக்குடி,வருவாய் கிராமம் ,22,2019,LS,VCK,DMK+,419
2470,23,கோதண்டவிளாகம்,வருவாய் கிராமம் ,23,2019,LS,VCK,DMK+,71
2471,24,கோதண்டவிளாகம்,வருவாய் கிராமம் ,24,2019,LS,VCK,DMK+,458
2472,25,நங்குடி,வருவாய் கிராமம் ,25,2019,LS,VCK,DMK+,57
2473,26,விழுபெருந்துறை,வருவாய் கிராமம் ,26,2019,LS,VCK,DMK+,441
2474,27,வட்டத்தூர்,வருவாய் கிராமம் ,27,2019,LS,VCK,DMK+,34
2475,28,வட்டத்தூர்,வருவாய் கிராமம் ,28,2019,LS,VCK,DMK+,314
2476,29,நந்தீஸ்வரமங்கலம்,வருவாய் கிராமம் ,29,2019,LS,VCK,DMK+,232
2477,30,நந்தீஸ்வரமங்கலம்,வருவாய் கிராமம் ,30,2019,LS,VCK,DMK+,182
2478,31,வலசக்காடு,வருவாய் கிராமம் ,31,2019,LS,VCK,DMK+,184
2479,32,வலசக்காடு,வருவாய் கிராமம் ,32,2019,LS,VCK,DMK+,582
2480,33,பேரூர்,வருவாய் கிராமம் ,33,2019,LS,VCK,DMK+,575
2481,34,பேரூர்,வருவாய் கிராமம் ,34,2019,LS,VCK,DMK+,150
2482,35,கானூர்,வருவாய் கிராமம் ,35,2019,LS,VCK,DMK+,187
2483,36,கானூர்,வருவாய் கிராமம் ,36,2019,LS,VCK,DMK+,537
2484,37,சாத்தவட்டம்,வருவாய் கிராமம் ,37,2019,LS,VCK,DMK+,269
2485,38,தேத்தாம்பட்டு,வருவாய் கிராமம் ,38,2019,LS,VCK,DMK+,487
2486,39,தேத்தாம்பட்டு,வருவாய் கிராமம் ,39,2019,LS,VCK,DMK+,198
2487,40,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,40,2019,LS,VCK,DMK+,405
2488,41,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,41,2019,LS,VCK,DMK+,297
2489,42,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,42,2019,LS,VCK,DMK+,185
2490,43,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,43,2019,LS,VCK,DMK+,128
2491,44,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,44,2019,LS,VCK,DMK+,206
2492,45,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,45,2019,LS,VCK,DMK+,140
2493,46,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,46,2019,LS,VCK,DMK+,438
2494,47,ஸ்ரீ புதுக்குப்பம்,வருவாய் கிராமம் ,47,2019,LS,VCK,DMK+,252
2495,48,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,48,2019,LS,VCK,DMK+,194
2496,49,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,49,2019,LS,VCK,DMK+,139
2497,50,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,50,2019,LS,VCK,DMK+,282
2498,51,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,51,2019,LS,VCK,DMK+,181
2499,52,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,52,2019,LS,VCK,DMK+,261
2500,53,மேல்புளியங்குடி,வருவாய் கிராமம் ,53,2019,LS,VCK,DMK+,236
2501,54,மேல்புளியங்குடி,வருவாய் கிராமம் ,54,2019,LS,VCK,DMK+,236
2502,55,ஸ்ரீ ஆதிவராகநல்லூர்,வருவாய் கிராமம் ,55,2019,LS,VCK,DMK+,387
2503,56,ஸ்ரீ ஆதிவராகநல்லூர்,வருவாய் கிராமம் ,56,2019,LS,VCK,DMK+,391
2504,57,ஸ்ரீ ஆதிவராகநல்லூர்,வருவாய் கிராமம் ,57,2019,LS,VCK,DMK+,137
2505,58,நாச்சியார்பேட்டை,வருவாய் கிராமம் ,58,2019,LS,VCK,DMK+,353
2506,59,கொழை,வருவாய் கிராமம் ,59,2019,LS,VCK,DMK+,54
2507,60,கொழை,வருவாய் கிராமம் ,60,2019,LS,VCK,DMK+,41
2508,61,கொழை,வருவாய் கிராமம் ,61,2019,LS,VCK,DMK+,331
2509,62,கொழை,வருவாய் கிராமம் ,62,2019,LS,VCK,DMK+,303
2510,63,வாளிஸ்பேட்டை,வருவாய் கிராமம் ,63,2019,LS,VCK,DMK+,538
2511,64,ராமாபுரம்,வருவாய் கிராமம் ,64,2019,LS,VCK,DMK+,129
2512,65,ராமாபுரம்,வருவாய் கிராமம் ,65,2019,LS,VCK,DMK+,129
2513,66,தண்டகாரன்குப்பம்,வருவாய் கிராமம் ,66,2019,LS,VCK,DMK+,192
2514,67,பாளையங்கோட்டை,வருவாய் கிராமம் ,67,2019,LS,VCK,DMK+,171
2515,68,பாளையங்கோட்டை,வருவாய் கிராமம் ,68,2019,LS,VCK,DMK+,63
2516,69,பாளையங்கோட்டை,வருவாய் கிராமம் ,69,2019,LS,VCK,DMK+,293
2517,70,பாளையங்கோட்டை,வருவாய் கிராமம் ,70,2019,LS,VCK,DMK+,285
2518,71,வடக்குப்பாளையம்,வருவாய் கிராமம் ,71,2019,LS,VCK,DMK+,762
2519,72,வடக்குப்பாளையம்,வருவாய் கிராமம் ,72,2019,LS,VCK,DMK+,574
2520,73,வடக்குப்பாளையம்,வருவாய் கிராமம் ,73,2019,LS,VCK,DMK+,702
2521,74,வடக்குப்பாளையம்,வருவாய் கிராமம் ,74,2019,LS,VCK,DMK+,516
2522,75,சோழத்தரம்,வருவாய் கிராமம் ,75,2019,LS,VCK,DMK+,185
2523,76,சோழத்தரம்,வருவாய் கிராமம் ,76,2019,LS,VCK,DMK+,192
2524,77,சோழத்தரம்,வருவாய் கிராமம் ,77,2019,LS,VCK,DMK+,670
2525,78,சோழத்தரம்,வருவாய் கிராமம் ,78,2019,LS,VCK,DMK+,425
2526,79,சோழத்தரம்,வருவாய் கிராமம் ,79,2019,LS,VCK,DMK+,635
2527,80,புடையூர்,வருவாய் கிராமம் ,80,2019,LS,VCK,DMK+,355
2528,81,புடையூர்,வருவாய் கிராமம் ,81,2019,LS,VCK,DMK+,406
2529,82,கலியமலை,வருவாய் கிராமம் ,82,2019,LS,VCK,DMK+,416
2530,83,பூர்த்தங்குடி,வருவாய் கிராமம் ,83,2019,LS,VCK,DMK+,212
2531,84,கந்தகுமாரன்,வருவாய் கிராமம் ,84,2019,LS,VCK,DMK+,394
2532,85,ம. உத்தமசோழகன்,வருவாய் கிராமம் ,85,2019,LS,VCK,DMK+,187
2533,86,கொள்ளுமேடு,வருவாய் கிராமம் ,86,2019,LS,VCK,DMK+,577
2534,87,கொள்ளுமேடு,வருவாய் கிராமம் ,87,2019,LS,VCK,DMK+,359
2535,88,இராயநல்லூர்,வருவாய் கிராமம் ,88,2019,LS,VCK,DMK+,425
2536,89,ம. கொத்தங்குடி,வருவாய் கிராமம் ,89,2019,LS,VCK,DMK+,338
2537,90,டி. புத்தூர்,வருவாய் கிராமம் ,90,2019,LS,VCK,DMK+,426
2538,91,ஆட்கொண்டநத்தம்,வருவாய் கிராமம் ,91,2019,LS,VCK,DMK+,467
2539,92,ஆட்கொண்டநத்தம்,வருவாய் கிராமம் ,92,2019,LS,VCK,DMK+,474
2540,93,செட்டிக்கட்டளை,வருவாய் கிராமம் ,93,2019,LS,VCK,DMK+,721
2541,94,வடமூர்,வருவாய் கிராமம் ,94,2019,LS,VCK,DMK+,453
2542,95,பரிவிளாகம்,வருவாய் கிராமம் ,95,2019,LS,VCK,DMK+,571
2543,96,தெம்மூர்,வருவாய் கிராமம் ,96,2019,LS,VCK,DMK+,352
2544,97,தெம்மூர்,வருவாய் கிராமம் ,97,2019,LS,VCK,DMK+,434
2545,98,கூடுவெளிச்சாவடி,வருவாய் கிராமம் ,98,2019,LS,VCK,DMK+,285
2546,99,கூடுவெளி,வருவாய் கிராமம் ,99,2019,LS,VCK,DMK+,285
2547,100,மெய்யாத்தூர்,வருவாய் கிராமம் ,100,2019,LS,VCK,DMK+,233
2548,101,மெய்யாத்தூர்,வருவாய் கிராமம் ,101,2019,LS,VCK,DMK+,114
2549,102,கீழக்கரை,வருவாய் கிராமம் ,102,2019,LS,VCK,DMK+,93
2550,103,கீழக்கரை,வருவாய் கிராமம் ,103,2019,LS,VCK,DMK+,278
2551,104,நந்திமங்கலம்,வருவாய் கிராமம் ,104,2019,LS,VCK,DMK+,591
2552,105,நளம்புத்தூர்,வருவாய் கிராமம் ,105,2019,LS,VCK,DMK+,243
2553,106,அத்திப்பட்டு,வருவாய் கிராமம் ,106,2019,LS,VCK,DMK+,417
2554,107,தெற்குமாங்குடி,வருவாய் கிராமம் ,107,2019,LS,VCK,DMK+,370
2555,108,வடக்குமாங்குடி,வருவாய் கிராமம் ,108,2019,LS,VCK,DMK+,236
2556,109,வடக்குமாங்குடி,வருவாய் கிராமம் ,109,2019,LS,VCK,DMK+,42
2557,110,கருப்பூர்,வருவாய் கிராமம் ,110,2019,LS,VCK,DMK+,457
2558,111,குமராட்சி,வருவாய் கிராமம் ,111,2019,LS,VCK,DMK+,511
2559,112,குமராட்சி,வருவாய் கிராமம் ,112,2019,LS,VCK,DMK+,443
2560,113,குமராட்சி,வருவாய் கிராமம் ,113,2019,LS,VCK,DMK+,75
2561,114,குமராட்சி,வருவாய் கிராமம் ,114,2019,LS,VCK,DMK+,127
2562,115,கிழவன்னியூர்,வருவாய் கிராமம் ,115,2019,LS,VCK,DMK+,309
2563,116,மேலவன்னியூர்,வருவாய் கிராமம் ,116,2019,LS,VCK,DMK+,678
2564,117,மேலவன்னியூர்,வருவாய் கிராமம் ,117,2019,LS,VCK,DMK+,654
2565,118,சாட்டைமேடு,வருவாய் கிராமம் ,118,2019,LS,VCK,DMK+,407
2566,119,எள்ளேரி,வருவாய் கிராமம் ,119,2019,LS,VCK,DMK+,246
2567,120,எள்ளேரி,வருவாய் கிராமம் ,120,2019,LS,VCK,DMK+,235
2568,121,எள்ளேரி,வருவாய் கிராமம் ,121,2019,LS,VCK,DMK+,218
2569,122,எள்ளேரி,வருவாய் கிராமம் ,122,2019,LS,VCK,DMK+,329
2570,123,நெய்வாசல்,வருவாய் கிராமம் ,123,2019,LS,VCK,DMK+,572
2571,124,நெய்வாசல்,வருவாய் கிராமம் ,124,2019,LS,VCK,DMK+,522
2572,125,மானியம் ஆடூர்,வருவாய் கிராமம் ,125,2019,LS,VCK,DMK+,514
2573,126,மானியம் ஆடூர்,வருவாய் கிராமம் ,126,2019,LS,VCK,DMK+,360
2574,127,நத்தமலை,வருவாய் கிராமம் ,127,2019,LS,VCK,DMK+,157
2575,128,திருச்சின்னபுரம்,வருவாய் கிராமம் ,128,2019,LS,VCK,DMK+,543
2576,129,கொல்லிமலை கீழ்பாதி,வருவாய் கிராமம் ,129,2019,LS,VCK,DMK+,553
2577,130,கொல்லிமலை கீழ்பாதி,வருவாய் கிராமம் ,130,2019,LS,VCK,DMK+,559
2578,131,கொல்லிமலை கீழ்பாதி,வருவாய் கிராமம் ,131,2019,LS,VCK,DMK+,458
2579,132,கொல்லிமலை கீழ்பாதி,வருவாய் கிராமம் ,132,2019,LS,VCK,DMK+,615
2580,133,லால்பேட்டை,வருவாய் கிராமம் ,133,2019,LS,VCK,DMK+,351
2581,134,லால்பேட்டை,வருவாய் கிராமம் ,134,2019,LS,VCK,DMK+,452
2582,135,லால்பேட்டை,வருவாய் கிராமம் ,135,2019,LS,VCK,DMK+,606
2583,136,லால்பேட்டை,வருவாய் கிராமம் ,136,2019,LS,VCK,DMK+,461
2584,137,லால்பேட்டை,வருவாய் கிராமம் ,137,2019,LS,VCK,DMK+,653
2585,138,லால்பேட்டை,வருவாய் கிராமம் ,138,2019,LS,VCK,DMK+,625
2586,139,லால்பேட்டை,வருவாய் கிராமம் ,139,2019,LS,VCK,DMK+,279
2587,140,லால்பேட்டை,வருவாய் கிராமம் ,140,2019,LS,VCK,DMK+,443
2588,141,ருத்தரசோலை,வருவாய் கிராமம் ,141,2019,LS,VCK,DMK+,385
2589,142,சித்தமல்லி,வருவாய் கிராமம் ,142,2019,LS,VCK,DMK+,284
2590,143,அகரபுத்தூர்,வருவாய் கிராமம் ,143,2019,LS,VCK,DMK+,368
2591,144,அகரபுத்தூர்,வருவாய் கிராமம் ,144,2019,LS,VCK,DMK+,277
2592,145,வானமாதேவி,வருவாய் கிராமம் ,145,2019,LS,VCK,DMK+,564
2593,146,வானமாதேவி,வருவாய் கிராமம் ,146,2019,LS,VCK,DMK+,395
2594,147,மாமங்கலம்,வருவாய் கிராமம் ,147,2019,LS,VCK,DMK+,240
2595,148,மாமங்கலம்,வருவாய் கிராமம் ,148,2019,LS,VCK,DMK+,416
2596,149,ஆண்டிபாளையம்,வருவாய் கிராமம் ,149,2019,LS,VCK,DMK+,412
2597,150,கொண்டசமுத்திரம்,வருவாய் கிராமம் ,150,2019,LS,VCK,DMK+,658
2598,151,கொண்டசமுத்திரம்,வருவாய் கிராமம் ,151,2019,LS,VCK,DMK+,293
2599,152,அறந்தாங்கி,வருவாய் கிராமம் ,152,2019,LS,VCK,DMK+,290
2600,153,அறந்தாங்கி,வருவாய் கிராமம் ,153,2019,LS,VCK,DMK+,235
2601,154,அறந்தாங்கி,வருவாய் கிராமம் ,154,2019,LS,VCK,DMK+,445
2602,155,கருணாகரநல்லூர்,வருவாய் கிராமம் ,155,2019,LS,VCK,DMK+,217
2603,156,கருணாகரநல்லூர்,வருவாய் கிராமம் ,156,2019,LS,VCK,DMK+,336
2604,157,நாட்டார்மங்கலம்,வருவாய் கிராமம் ,157,2019,LS,VCK,DMK+,416
2605,158,நாட்டார்மங்கலம்,வருவாய் கிராமம் ,158,2019,LS,VCK,DMK+,582
2606,159,மேல பழஞ்சநல்லூர்,வருவாய் கிராமம் ,159,2019,LS,VCK,DMK+,110
2607,160,மேல பழஞ்சநல்லூர்,வருவாய் கிராமம் ,160,2019,LS,VCK,DMK+,489
2608,161,மேல பழஞ்சநல்லூர்,வருவாய் கிராமம் ,161,2019,LS,VCK,DMK+,60
2609,162,வீராணநல்லூர்,வருவாய் கிராமம் ,162,2019,LS,VCK,DMK+,602
2610,163,காட்டுமன்னார் கோயில்,வருவாய் கிராமம் ,163,2019,LS,VCK,DMK+,341
2611,164,காட்டுமன்னார் கோயில்,வருவாய் கிராமம் ,164,2019,LS,VCK,DMK+,413
2612,165,காட்டுமன்னார் கோயில்,வருவாய் கிராமம் ,165,2019,LS,VCK,DMK+,195
2613,166,காட்டுமன்னார் கோயில்,வருவாய் கிராமம் ,166,2019,LS,VCK,DMK+,313
2614,167,காட்டுமன்னார் கோயில்,வருவாய் கிராமம் ,167,2019,LS,VCK,DMK+,558
2615,168,காட்டுமன்னார் கோயில்,வருவாய் கிராமம் ,168,2019,LS,VCK,DMK+,364
2616,169,உடையார்குடி,வருவாய் கிராமம் ,169,2019,LS,VCK,DMK+,298
2617,170,உடையார்குடி,வருவாய் கிராமம் ,170,2019,LS,VCK,DMK+,385
2618,171,உடையார்குடி,வருவாய் கிராமம் ,171,2019,LS,VCK,DMK+,263
2619,172,உடையார்குடி,வருவாய் கிராமம் ,172,2019,LS,VCK,DMK+,207
2620,173,உடையார்குடி,வருவாய் கிராமம் ,173,2019,LS,VCK,DMK+,363
2621,174,உடையார்குடி,வருவாய் கிராமம் ,174,2019,LS,VCK,DMK+,645
2622,175,உடையார்குடி,வருவாய் கிராமம் ,175,2019,LS,VCK,DMK+,624
2623,176,உடையார்குடி,வருவாய் கிராமம் ,176,2019,LS,VCK,DMK+,419
2624,177,உடையார்குடி,வருவாய் கிராமம் ,177,2019,LS,VCK,DMK+,413
2625,178,உடையார்குடி,வருவாய் கிராமம் ,178,2019,LS,VCK,DMK+,794
2626,179,திருமூலஸ்தானம்,வருவாய் கிராமம் ,179,2019,LS,VCK,DMK+,501
2627,180,திருமூலஸ்தானம்,வருவாய் கிராமம் ,180,2019,LS,VCK,DMK+,529
2628,181,ராஜேந்திரசோழகன்,வருவாய் கிராமம் ,181,2019,LS,VCK,DMK+,288
2629,182,ராஜேந்திரசோழகன்,வருவாய் கிராமம் ,182,2019,LS,VCK,DMK+,311
2630,183,ம. கொளக்குடி,வருவாய் கிராமம் ,183,2019,LS,VCK,DMK+,403
2631,184,ம. கொளக்குடி,வருவாய் கிராமம் ,184,2019,LS,VCK,DMK+,634
2632,185,ம. கொளக்குடி,வருவாய் கிராமம் ,185,2019,LS,VCK,DMK+,649
2633,186,ம. கொளக்குடி,வருவாய் கிராமம் ,186,2019,LS,VCK,DMK+,804
2634,187,ம. கொளக்குடி,வருவாய் கிராமம் ,187,2019,LS,VCK,DMK+,349
2635,188,சர்வராஜன் பேட்டை,வருவாய் கிராமம் ,188,2019,LS,VCK,DMK+,194
2636,189,திருநாரையூர்,வருவாய் கிராமம் ,189,2019,LS,VCK,DMK+,637
2637,190,திருநாரையூர்,வருவாய் கிராமம் ,190,2019,LS,VCK,DMK+,116
2638,191,வீரநத்தம்,வருவாய் கிராமம் ,191,2019,LS,VCK,DMK+,489
2639,192,சிறகிழந்தநல்லூர்,வருவாய் கிராமம் ,192,2019,LS,VCK,DMK+,637
2640,193,வெண்ணையூர்,வருவாய் கிராமம் ,193,2019,LS,VCK,DMK+,240
2641,194,வெண்ணையூர்,வருவாய் கிராமம் ,194,2019,LS,VCK,DMK+,364
2642,195,மேலப்பருத்திக்குடி,வருவாய் கிராமம் ,195,2019,LS,VCK,DMK+,281
2643,196,கீழப்பருத்திக்குடி,வருவாய் கிராமம் ,196,2019,LS,VCK,DMK+,272
2644,197,முள்ளங்குடி,வருவாய் கிராமம் ,197,2019,LS,VCK,DMK+,413
2645,198,கீழ்அதங்குடி,வருவாய் கிராமம் ,198,2019,LS,VCK,DMK+,414
2646,199,எடையார்,வருவாய் கிராமம் ,199,2019,LS,VCK,DMK+,263
2647,200,எடையார்,வருவாய் கிராமம் ,200,2019,LS,VCK,DMK+,397
2648,201,ம.உடையூர்,வருவாய் கிராமம் ,201,2019,LS,VCK,DMK+,401
2649,202,ம.உடையூர்,வருவாய் கிராமம் ,202,2019,LS,VCK,DMK+,389
2650,203,மேல்ராதாமூர்,வருவாய் கிராமம் ,203,2019,LS,VCK,DMK+,470
2651,204,மேல்ராதாமூர்,வருவாய் கிராமம் ,204,2019,LS,VCK,DMK+,231
2652,205,அழிஞ்சிமங்கலம்,வருவாய் கிராமம் ,205,2019,LS,VCK,DMK+,374
2653,206,மோவூர்,வருவாய் கிராமம் ,206,2019,LS,VCK,DMK+,199
2654,207,மோவூர்,வருவாய் கிராமம் ,207,2019,LS,VCK,DMK+,443
2655,208,செட்டித்தாங்கல்,வருவாய் கிராமம் ,208,2019,LS,VCK,DMK+,133
2656,209,செட்டித்தாங்கல்,வருவாய் கிராமம் ,209,2019,LS,VCK,DMK+,375
2657,210,கண்டமங்கலம்,வருவாய் கிராமம் ,210,2019,LS,VCK,DMK+,303
2658,211,கண்டமங்கலம்,வருவாய் கிராமம் ,211,2019,LS,VCK,DMK+,209
2659,212,குருங்குடி,வருவாய் கிராமம் ,212,2019,LS,VCK,DMK+,334
2660,213,குருங்குடி,வருவாய் கிராமம் ,213,2019,LS,VCK,DMK+,47
2661,214,வீரானந்தபுரம்,வருவாய் கிராமம் ,214,2019,LS,VCK,DMK+,240
2662,215,வீரானந்தபுரம்,வருவாய் கிராமம் ,215,2019,LS,VCK,DMK+,229
2663,216,வீரானந்தபுரம்,வருவாய் கிராமம் ,216,2019,LS,VCK,DMK+,370
2664,217,மேலக்கடம்பூர்,வருவாய் கிராமம் ,217,2019,LS,VCK,DMK+,319
2665,218,கீழக்கடம்பூர்,வருவாய் கிராமம் ,218,2019,LS,VCK,DMK+,642
2666,219,கீழக்கடம்பூர்,வருவாய் கிராமம் ,219,2019,LS,VCK,DMK+,196
2667,220,தொரப்பு,வருவாய் கிராமம் ,220,2019,LS,VCK,DMK+,212
2668,221,தொரப்பு,வருவாய் கிராமம் ,221,2019,LS,VCK,DMK+,600
2669,222,ஷண்டன்,வருவாய் கிராமம் ,222,2019,LS,VCK,DMK+,326
2670,223,டி.அருண்மொழிதேவன்,வருவாய் கிராமம் ,223,2019,LS,VCK,DMK+,437
2671,224,ஈச்சம்பூண்டி,வருவாய் கிராமம் ,224,2019,LS,VCK,DMK+,651
2672,225,சிறுகாட்டூர்,வருவாய் கிராமம் ,225,2019,LS,VCK,DMK+,535
2673,226,கஞ்சங்கொல்லை,வருவாய் கிராமம் ,226,2019,LS,VCK,DMK+,184
2674,227,கஞ்சங்கொல்லை,வருவாய் கிராமம் ,227,2019,LS,VCK,DMK+,63
2675,228,கஞ்சங்கொல்லை,வருவாய் கிராமம் ,228,2019,LS,VCK,DMK+,141
2676,229,நடு கஞ்சங்கொல்லை,வருவாய் கிராமம் ,229,2019,LS,VCK,DMK+,328
2677,230,ஆச்சாள்புரம்,வருவாய் கிராமம் ,230,2019,LS,VCK,DMK+,400
2683,231,எய்யலூர்,வருவாய் கிராமம் ,231,2019,LS,VCK,DMK+,570
2684,232,ரெட்டியூர்,வருவாய் கிராமம் ,232,2019,LS,VCK,DMK+,797
2685,233,ம.ஆதனூர்,வருவாய் கிராமம் ,233,2019,LS,VCK,DMK+,570
